SC_CODE,SC_NAME,SC_GROUP,SC_TYPE,OPEN,HIGH,LOW,CLOSE,LAST,PREVCLOSE,NO_TRADES,NO_OF_SHRS,NET_TURNOV,TDCLOINDI
539334,SHREEPUSHK  ,B ,Q,138.60,140.00,134.95,135.80,135.80,137.90,2216,59763,8212537.00,
539336,GUJGAS      ,A ,Q,510.50,517.00,500.55,511.45,511.45,511.30,3758,60710,30992182.00,
539346,SADBHIN     ,B ,Q,21.70,21.85,20.95,21.10,21.10,22.00,165,44847,957778.00,
539351,PRABHAT     ,B ,Q,95.50,97.10,94.95,96.35,96.05,96.20,229,8877,853750.00,
539353,SALAUTO     ,X ,Q,165.00,168.75,164.00,164.90,164.90,160.35,5,175,28860.00,
539354,POLYSPIN    ,X ,Q,51.10,52.80,51.10,52.25,52.20,52.00,42,7041,368764.00,
539359,PRITIKAUTO  ,X ,Q,91.40,91.40,88.05,88.90,90.00,91.40,50,5252,473514.00,
539363,SKC         ,T ,Q,6.50,6.50,6.50,6.50,6.50,6.27,2,10,65.00,
539383,MINFY       ,Z ,Q,2.72,2.72,2.72,2.72,2.72,2.67,1,2,5.00,
539391,ACME        ,X ,Q,19.60,19.95,19.50,19.95,19.95,19.60,26,1202,23922.00,
539399,BELLACASA   ,B ,Q,133.15,133.15,124.35,128.85,128.00,130.50,35,8373,1073197.00,
539400,MALLCOM     ,X ,Q,409.95,409.95,380.10,390.70,381.00,397.70,64,1151,452773.00,
539402,VAL         ,M ,Q,25.35,25.35,25.35,25.35,25.35,25.30,1,6400,162240.00,
539404,SATIN       ,A ,Q,90.50,92.40,88.70,89.05,88.95,91.10,211,16594,1486576.00,
539407,GENCON      ,B ,Q,48.00,48.80,46.35,47.65,48.80,47.15,23,1170,54936.00,
539428,TEJNAKSH    ,B ,Q,78.95,78.95,69.55,69.55,69.55,77.25,174,27514,1984897.00,
539437,IDFCFIRSTB  ,A ,Q,60.70,61.25,58.50,58.75,58.75,61.35,4915,1472661,87696190.00,
539447,BEARDSELL   ,B ,Q,9.33,9.80,8.58,9.58,9.58,9.52,17,299,2847.00,
539448,INDIGO      ,A ,Q,1748.00,1768.00,1725.85,1733.25,1733.25,1771.75,1884,36457,63633293.00,
539450,SHK         ,A ,Q,115.55,118.10,113.00,115.25,115.25,114.85,259,16089,1854798.00,
539455,ARYAVAN     ,X ,Q,13.89,13.89,13.89,13.89,13.89,13.23,2,15,208.00,
539469,PANORAMA    ,XT,Q,53.70,53.70,51.00,51.00,51.00,51.15,3,3,155.00,
539470,SHREEGANES  ,X ,Q,118.00,123.95,118.00,118.50,118.50,118.55,54,17178,2066162.00,
539480,LICNETFN50  ,B ,Q,157.00,160.00,152.60,155.00,155.00,157.99,23,70,10760.00,
539487,LICNETFSEN  ,B ,Q,542.18,565.00,535.00,553.07,559.00,524.05,34,116,64082.00,
539506,ADCON       ,XT,Q,6.46,6.46,6.46,6.46,6.46,6.46,3,120,775.00,
539515,QUINT       ,XT,Q,326.00,332.00,320.00,327.00,325.00,326.40,81,1870,605469.00,
539516,HDFCNIFETF  ,B ,Q,156.60,156.78,154.25,154.67,154.67,156.10,63,1074,166820.00,
539517,SXETF       ,B ,Q,533.40,533.40,528.00,530.69,530.97,535.90,55,674,357076.00,
539518,UDAYJEW     ,X ,Q,106.55,112.65,105.05,108.00,110.10,110.50,53,1123,120562.00,
539519,MAYUKH      ,X ,Q,23.85,23.85,23.45,23.50,23.50,23.80,29,47628,1120957.00,
539523,ALKEM       ,A ,Q,2600.00,2638.00,2544.25,2574.30,2575.00,2597.60,1461,6799,17736088.00,
539524,LALPATHLAB  ,A ,Q,2599.00,2599.00,2464.85,2475.35,2482.00,2556.15,692,55507,141362210.00,
539525,NAVKETAN    ,XT,Q,0.45,0.48,0.45,0.48,0.48,0.46,6,4643,2098.00,
539526,SCTL        ,B ,Q,0.62,0.62,0.57,0.58,0.58,0.61,629,3540833,2091232.00,
539527,CREATIVE    ,X ,Q,357.00,357.00,356.00,356.00,356.00,356.00,3,1551,553686.00,
539528,AAYUSH      ,X ,Q,27.80,27.80,26.05,26.15,26.05,28.00,29,3331,88899.00,
539542,LUXIND      ,A ,Q,1739.25,1740.25,1680.00,1686.75,1680.00,1728.20,166,1874,3199178.00,
539544,ABHIINFRA   ,XT,Q,4.16,4.24,4.16,4.24,4.24,4.16,5,6181,26191.00,
539551,NH          ,A ,Q,393.05,407.55,393.05,398.95,399.70,400.85,355,5493,2211268.00,
539559,DDIL        ,XT,Q,13.50,13.50,13.50,13.50,13.50,13.30,1,1000,13500.00,
539561,REMLIFE     ,XT,Q,41.00,41.00,41.00,41.00,41.00,41.00,1,5,205.00,
539562,AARNAV      ,XT,Q,88.75,92.25,87.85,90.00,90.00,92.45,11,199,17624.00,
539594,MISHTANN    ,X ,Q,5.08,5.10,4.83,4.94,4.94,4.97,109,31886,158077.00,
539596,DELTA       ,X ,Q,4.84,4.84,4.84,4.84,4.84,4.93,1,204,987.00,
539597,JSLHISAR    ,A ,Q,120.50,120.50,116.05,116.65,118.45,118.55,167,13761,1615165.00,
539607,BLUECLOUDS  ,XT,Q,10.30,10.50,10.00,10.00,10.00,10.50,6,1300,13403.00,
539620,AINFRA      ,X ,Q,23.50,23.60,22.40,22.55,22.40,24.60,10,574,13240.00,
539621,BCLENTERPR  ,XT,Q,8.98,9.65,8.98,8.98,8.98,9.45,56,25021,224732.00,
539636,PRECAM      ,B ,Q,43.05,43.20,40.55,40.65,40.65,42.60,947,67052,2811273.00,
539658,TEAMLEASE   ,A ,Q,3526.05,3567.15,3456.80,3505.10,3491.35,3554.05,286,1471,5175378.00,
539660,BESTAGRO    ,B ,Q,411.10,474.65,411.10,434.25,447.20,440.65,378,5844,2582275.00,
539661,ACEMEN      ,XT,Q,30.50,31.75,30.50,30.50,30.50,30.50,11,14460,441032.00,
539669,RGF         ,X ,Q,1.39,1.39,1.21,1.24,1.21,1.29,23,2944,3633.00,
539673,RCL         ,XT,Q,8.25,8.25,8.00,8.00,8.00,8.27,6,7391,59378.00,
539678,QUICKHEAL   ,A ,Q,188.00,189.85,184.10,184.60,184.60,186.95,636,31495,5855209.00,
539679,KAPILRAJ    ,X ,Q,10.00,10.00,10.00,10.00,10.00,10.00,8,2140,21400.00,
539686,KPEL        ,B ,Q,60.70,60.70,57.10,57.20,58.70,57.65,18,822,47259.00,
539692,IFINSER     ,X ,Q,5.89,5.89,5.78,5.78,5.78,5.89,8,417,2432.00,
539725,GOKULAGRO   ,B ,Q,20.55,20.65,20.00,20.05,20.00,20.15,58,5231,105903.00,
539730,FREDUN      ,XT,Q,436.35,458.00,436.05,443.30,449.95,458.95,80,3013,1333571.00,
539742,SIMBHALS    ,B ,Q,6.96,6.96,6.66,6.69,6.69,7.01,20,5466,36552.00,
539767,MNIL        ,X ,Q,7.87,7.87,7.57,7.87,7.87,7.72,6,336,2641.00,
539770,DARJEELING  ,XT,Q,3.95,4.14,3.76,3.79,3.80,3.95,32,12791,49518.00,
539773,ADVIKCA     ,XT,Q,1.58,1.58,1.58,1.58,1.58,1.58,2,33,52.00,
539784,LICNFNHGP   ,B ,Q,148.10,148.10,146.00,146.00,146.00,148.10,7,25,3677.00,
539785,PDMJEPAPER  ,B ,Q,25.15,25.75,23.90,24.15,23.90,24.85,50,7647,191361.00,
539787,HCG         ,A ,Q,174.45,174.80,170.80,173.15,173.30,175.40,56,1089,189604.00,
539788,KDML        ,M ,Q,37.00,37.00,37.00,37.00,37.00,37.55,1,14400,532800.00,
539798,UMIYA       ,X ,Q,8.05,8.39,8.00,8.00,8.00,7.95,11,3690,30886.00,
539799,BHARATWIRE  ,T ,Q,33.55,36.95,33.50,36.80,36.95,35.25,62,18570,646416.00,
539800,CHDCHEM     ,B ,Q,18.25,18.25,18.25,18.25,18.25,18.60,15,2046,37339.00,
539807,INFIBEAM    ,A ,Q,45.70,47.95,45.60,45.95,45.95,44.90,2973,12031187,568813744.00,
539814,RADHEY      ,X ,Q,44.95,44.95,39.50,40.50,40.00,42.10,67,29770,1213535.00,
539835,SUPERIOR    ,X ,Q,131.05,131.10,128.90,130.70,130.70,131.05,234,16756,2190851.00,
539837,RPEL        ,T ,Q,215.65,232.00,215.65,227.00,227.00,227.00,15,332,76352.00,
539841,LANCER      ,B ,Q,71.50,72.85,68.10,70.50,70.00,71.35,112,17479,1210073.00,
539844,EQUITAS     ,A ,Q,88.50,90.60,87.50,88.35,87.85,89.05,747,184117,16389037.00,
539854,HALDER      ,X ,Q,122.85,122.85,122.85,122.85,122.85,125.35,2,100,12285.00,
539861,SKIL        ,T ,Q,2.89,2.89,2.67,2.71,2.71,2.80,6,751,2041.00,
539871,THYROCARE   ,A ,Q,878.00,906.30,858.60,867.45,867.45,865.05,1284,12538,11070617.00,
539872,BAJAJHCARE  ,B ,Q,462.00,474.90,455.15,466.65,467.80,460.50,622,16134,7450494.00,
539874,UJJIVAN     ,A ,Q,222.70,224.45,214.20,217.40,218.90,222.70,3225,179726,39708634.00,
539875,RSDFIN      ,X ,Q,35.15,35.15,31.85,31.85,31.85,33.50,5,86,2820.00,
539876,CROMPTON    ,A ,Q,381.00,381.00,366.00,370.55,369.00,382.75,2287,72460,26944851.00,
539883,PILANIINVS  ,A ,Q,1648.00,1657.00,1605.00,1628.45,1625.00,1650.85,207,1888,3081980.00,
539884,DARSHANORNA ,B ,Q,12.70,12.70,11.55,11.66,11.66,12.75,71,2805,33911.00,
539889,PARAGMILK   ,A ,Q,100.00,101.10,96.80,97.25,97.25,100.40,833,46591,4597762.00,
539894,MADHAVIPL   ,X ,Q,5.80,5.80,5.26,5.27,5.26,5.53,234,173880,937117.00,
539910,KOCL        ,XT,Q,0.84,0.84,0.84,0.84,0.84,0.85,33,11537,9691.00,
539911,SNIM        ,X ,Q,37.55,37.55,37.55,37.55,37.55,36.85,59,952,35747.00,
539917,NAGARFERT   ,T ,Q,5.85,6.03,5.66,5.73,5.73,5.89,245,294027,1716588.00,
539921,SEIL        ,T ,Q,140.00,140.00,140.00,140.00,140.00,139.50,1,200,28000.00,
539939,YASHCHEM    ,B ,Q,41.00,41.00,36.80,38.85,36.80,40.60,41,18241,720846.00,
539940,MAXVIL      ,B ,Q,58.80,59.20,57.30,57.80,57.50,59.05,54,4875,282797.00,
539945,ICICINV20   ,B ,Q,81.90,81.90,77.37,77.46,77.46,78.15,15,87,6766.00,
539956,TAALENT     ,X ,Q,515.00,535.00,502.20,523.20,523.20,512.60,407,15029,7880386.00,
539957,MGL         ,A ,Q,1159.70,1179.30,1144.80,1160.70,1166.65,1159.50,1581,29814,34594317.00,
539963,ZEAL        ,B ,Q,69.95,70.00,66.05,67.55,67.45,68.70,75,4803,326600.00,
539978,QUESS       ,A ,Q,679.20,718.40,676.35,689.20,689.20,685.00,2259,173960,120725839.00,
539980,ICICIMCAP   ,B ,Q,86.50,87.64,86.00,86.74,86.74,87.15,24,121,10519.00,
539982,ASYL        ,T ,Q,12.40,12.40,11.90,11.90,11.90,11.81,5,182,2241.00,
539984,HUIL        ,XT,Q,3180.00,3280.00,3100.05,3229.65,3250.00,3179.70,44,338,1080681.00,
539986,COMSYN      ,T ,Q,99.70,103.15,95.95,98.75,98.75,99.70,37,8939,872890.00,
539992,LLOYDSTEEL  ,T ,Q,1.26,1.27,1.21,1.22,1.24,1.26,554,613843,756819.00,
539997,KPL         ,M ,Q,53.20,53.20,49.10,49.10,49.10,58.60,2,6000,306900.00,
540005,LTI         ,A ,Q,4017.00,4129.00,3950.00,3971.45,3981.85,4034.90,2120,11409,45695159.00,
540006,EASTWEST    ,XT,Q,82.15,82.25,76.00,79.40,79.50,78.35,735,34436,2747537.00,
540008,BSLSENETFG  ,B ,Q,507.45,507.45,507.45,507.45,507.45,507.45,1,1,507.00,
540023,COLORCHIPS  ,XT,Q,23.18,23.18,22.28,23.00,23.00,22.73,90,36998,850862.00,
540025,ADVENZYMES  ,A ,Q,348.05,355.45,333.00,343.00,343.50,350.75,1024,21210,7297249.00,
540027,PTIL        ,B ,Q,326.90,332.00,326.90,329.60,328.65,327.95,7,10200,3353325.00,
540047,DBL         ,A ,Q,592.00,596.45,569.00,577.80,575.00,593.60,2438,88632,51226054.00,
540048,SPAL        ,B ,Q,165.95,165.95,156.75,158.85,158.80,164.35,190,1489,239885.00,
540061,BIGBLOC     ,B ,Q,122.45,122.45,122.45,122.45,122.45,116.65,63,24672,3021086.00,
540063,ECS         ,XT,Q,3.55,3.55,3.55,3.55,3.55,3.55,2,1500,5325.00,
540064,FRETAIL     ,A ,Q,57.90,57.90,54.50,54.70,54.70,57.75,4411,350964,19446710.00,
540065,RBLBANK     ,A ,Q,225.95,225.95,215.00,215.90,215.90,226.75,3869,433691,95403304.00,
540072,SHIVAEXPO   ,M ,Q,2.65,2.65,2.65,2.65,2.65,2.75,1,10000,26500.00,
540073,BLS         ,B ,Q,101.45,103.00,99.10,99.65,101.90,100.95,2285,97871,9910258.00,
540078,MITSU       ,T ,Q,111.45,111.45,106.65,107.80,108.00,106.25,47,3624,389355.00,
540080,NARAYANI    ,B ,Q,22.40,22.40,21.25,21.35,21.25,22.35,345,56873,1231033.00,
540081,GOVNOW      ,B ,Q,1.08,1.08,1.08,1.08,1.08,1.07,1,500,540.00,
540083,TVVISION    ,B ,Q,2.20,2.22,2.13,2.22,2.22,2.12,43,26133,57988.00,
540084,SPICY       ,M ,Q,2.05,2.05,2.05,2.05,2.05,2.15,7,70000,143500.00,
540108,TIAANC      ,X ,Q,40.00,41.50,39.50,41.10,41.10,40.85,93,78821,3168175.00,
540115,LTTS        ,A ,Q,2550.05,2587.80,2491.05,2498.90,2496.20,2579.95,1808,11374,28791321.00,
540124,GNA         ,B ,Q,374.90,379.85,364.10,366.15,367.00,374.90,544,6735,2486647.00,
540125,RADHIKAJWE  ,M ,Q,16.00,16.00,16.00,16.00,16.00,17.40,1,1600,25600.00,
540133,ICICIPRULI  ,A ,Q,433.60,437.50,428.40,429.75,430.95,435.70,1131,41943,18137399.00,
540134,IISL        ,X ,Q,4.55,4.57,4.16,4.30,4.41,4.37,47,12428,53183.00,
540135,ARCFIN      ,X ,Q,3.60,3.67,3.60,3.67,3.67,3.60,9,3561,12819.00,
540136,HPL         ,B ,Q,55.00,57.15,54.50,55.00,55.00,55.35,350,38747,2153953.00,
540143,SAGARSOFT   ,X ,Q,81.30,81.30,75.05,79.75,79.75,79.05,57,6780,540221.00,
540144,DRA         ,M ,Q,9.10,9.10,9.10,9.10,9.10,9.10,1,22500,204750.00,
540145,VALIANTORG  ,B ,Q,1262.85,1291.15,1227.00,1235.75,1232.00,1226.85,593,3583,4486588.00,
540146,ACML        ,M ,Q,17.50,17.50,17.50,17.50,17.50,18.50,1,1000,17500.00,
540147,SHASHIJIT   ,T ,Q,30.20,30.20,30.15,30.15,30.15,29.90,2,6,180.00,
540151,DIKSAT      ,M ,Q,105.00,105.00,92.00,92.50,92.00,101.85,3,18000,1852500.00,
540153,ENDURANCE   ,A ,Q,1489.65,1489.65,1417.00,1441.25,1441.25,1446.80,1514,9816,14218389.00,
540154,IDFSENSEXE  ,B ,Q,515.00,515.00,515.00,515.00,515.00,515.00,2,2,1030.00,
540173,PNBHOUSING  ,A ,Q,398.00,398.10,384.10,386.40,386.55,398.35,591,17156,6718348.00,
540174,SOUTHERNIN  ,XT,Q,14.20,14.20,14.20,14.20,14.20,14.45,12,621,8818.00,
540175,REGENCY     ,X ,Q,11.99,11.99,11.03,11.03,11.03,11.61,27,16061,178135.00,
540180,VBL         ,A ,Q,1001.00,1023.80,982.15,991.85,990.20,999.95,1281,16735,16894296.00,
540192,LKPSEC      ,X ,Q,7.35,7.35,6.81,6.90,6.90,7.11,63,16265,114128.00,
540198,OSIAJEE     ,X ,Q,22.65,22.85,20.00,20.80,21.00,21.65,423,23396,494442.00,
540203,SFL         ,A ,Q,2049.00,2049.00,1979.20,1987.85,1987.85,2036.10,208,411,828263.00,
540204,NIDL        ,XT,Q,71.40,71.40,65.25,71.40,71.40,68.00,93,89569,6041056.00,
540205,AVL         ,B ,Q,190.45,190.45,188.05,188.05,188.05,191.85,44,1955,367642.00,
540210,TMRVL       ,B ,Q,13.31,13.31,12.60,12.80,12.80,13.16,113,14022,181110.00,
540212,TCIEXP      ,A ,Q,870.00,933.50,852.65,909.75,902.85,875.10,786,5993,5383087.00,
540222,LAURUSLABS  ,A ,Q,361.50,364.80,355.00,356.00,356.00,361.10,1774,95414,34308879.00,
540253,SNTCL       ,XT,Q,1.48,1.48,1.48,1.48,1.48,1.51,6,1132,1675.00,
540254,MTPL        ,X ,Q,4.69,4.69,4.46,4.69,4.69,4.69,6,3023,14131.00,
540259,SHANGAR     ,X ,Q,15.90,15.90,15.00,15.25,15.45,15.60,884,173154,2632410.00,
540268,DHANVARSHA  ,X ,Q,487.00,490.00,477.00,478.05,477.00,484.55,61,56513,27525555.00,
540293,PRICOLLTD   ,A ,Q,66.70,67.90,64.60,66.45,65.50,66.10,650,86718,5749678.00,
540311,JITFINFRA   ,T ,Q,7.50,7.95,7.50,7.51,7.51,7.65,13,561,4325.00,
540359,PARMAX      ,X ,Q,33.40,35.00,33.40,34.95,35.00,33.40,16,1562,53098.00,
540360,LLFICL      ,X ,Q,68.65,70.95,68.40,69.50,69.90,70.05,25,18349,1269851.00,
540361,DANUBE      ,XT,Q,16.80,16.80,15.70,16.60,16.80,16.00,24,19238,322728.00,
540366,RADIOCITY   ,B ,Q,23.70,23.75,23.55,23.70,23.75,23.70,24,4854,114777.00,
540376,DMART       ,A ,Q,2967.00,2967.00,2841.75,2855.75,2855.75,2932.40,2892,25783,74249744.00,
540385,KDLL        ,XT,Q,16.45,16.45,16.00,16.45,16.45,16.15,9,1535,24951.00,
540393,SMLT        ,M ,Q,29.00,30.00,29.00,30.00,30.00,28.95,6,40000,1197000.00,
540395,CHEMCRUX    ,M ,Q,165.00,165.00,153.00,153.00,153.00,164.00,11,5500,857375.00,
540401,MAXIMUS     ,B ,Q,130.25,133.75,125.00,125.05,125.00,130.30,43,39219,5037069.00,
540403,CLEDUCATE   ,B ,Q,82.10,84.35,79.00,82.70,82.70,80.35,211,12270,1005326.00,
540404,PRIMEFRESH  ,M ,Q,124.00,124.00,124.00,124.00,124.00,123.90,2,4000,496000.00,
540405,OCEANIC     ,T ,Q,60.15,60.15,55.10,55.15,55.15,57.30,14,1173,69567.00,
540425,SHANKARA    ,A ,Q,452.00,460.00,422.00,426.60,426.60,459.30,2419,41800,18515983.00,
540481,CLFL        ,X ,Q,15.54,15.54,15.54,15.54,15.54,15.24,9,256,3978.00,
540497,SCHAND      ,B ,Q,119.00,119.70,111.00,111.95,115.40,118.60,913,46039,5269412.00,
540519,MEERA       ,M ,Q,83.00,83.00,81.90,81.90,81.90,86.20,5,6000,492960.00,
540526,IRBINVIT    ,IF,Q,55.05,55.05,54.60,54.84,54.81,55.28,16,45000,2469650.00,
540530,HUDCO       ,A ,Q,47.90,48.45,46.60,46.85,46.85,48.10,556,151097,7165657.00,
540544,PSPPROJECT  ,A ,Q,470.90,476.05,461.75,462.70,461.75,471.15,657,52403,24617422.00,
540545,BGJL        ,B ,Q,43.25,43.25,43.25,43.25,43.25,44.10,7,743,32134.00,
540552,AXISAEGPG   ,B ,Q,13.75,14.20,13.75,13.75,13.75,14.20,3,10,139.00,
540565,INDIGRID    ,IF,Q,136.00,137.00,135.51,135.98,135.98,136.00,97,273861,37297622.00,
540570,VARIMAN     ,X ,Q,16.90,19.91,15.95,18.28,19.00,16.60,56,28467,494874.00,
540575,STARCEMENT  ,A ,Q,99.15,99.15,95.55,96.05,96.05,97.20,274,14794,1432214.00,
540590,RIDDHICORP  ,T ,Q,166.40,166.40,166.40,166.40,166.40,166.40,1,1,166.00,
540593,HEOFRG1126  ,B ,Q,10.00,10.00,10.00,10.00,10.00,10.25,1,100,1000.00,
540595,TEJASNET    ,A ,Q,172.80,175.00,167.00,168.00,168.55,174.35,1163,50587,8596921.00,
540596,ERIS        ,A ,Q,574.00,587.50,572.05,581.20,583.65,572.00,164,1403,812025.00,
540602,GTPL        ,B ,Q,115.15,115.80,113.00,113.15,113.00,115.10,91,4144,471889.00,
540611,AUBANK      ,A ,Q,1239.00,1251.30,1214.25,1225.40,1227.45,1242.60,1418,24096,29731763.00,
540612,ICICILOVOL  ,B ,Q,118.00,119.00,117.30,117.99,117.30,118.76,54,692,81448.00,
540614,GGENG       ,B ,Q,115.90,115.90,107.50,108.90,109.95,111.90,181,21522,2390726.00,
540615,7NR         ,B ,Q,7.15,7.15,6.81,7.11,7.11,6.97,87,70351,494555.00,
540621,BHAGYAPROP  ,B ,Q,27.85,28.25,27.85,28.25,28.25,28.65,4,332,9339.00,
540642,SALASAR     ,B ,Q,362.45,377.80,354.00,365.25,377.80,366.60,138,1901,693156.00,
540647,GANGESSEC   ,B ,Q,60.45,62.25,57.85,58.10,58.10,62.80,17,30735,1869891.00,
540649,AVADHSUGAR  ,B ,Q,192.55,196.65,186.90,189.05,189.05,192.75,215,5330,1031959.00,
540650,MAGADHSUGAR ,B ,Q,104.45,104.80,103.10,103.15,103.15,104.45,17,785,81493.00,
540653,SINTEXPLAST ,B ,Q,3.84,3.84,3.59,3.71,3.69,3.70,566,667789,2475446.00,
540654,GSTL        ,B ,Q,63.00,69.80,63.00,63.60,63.00,63.95,115,20915,1367338.00,
540669,UTINEXT50   ,B ,Q,359.00,367.49,357.00,358.79,358.79,364.01,29,240,86311.00,
540673,SIS         ,A ,Q,437.00,437.00,402.00,402.85,402.00,404.25,457,5954,2419712.00,
540678,COCHINSHIP  ,A ,Q,342.15,366.00,342.15,356.35,355.25,362.40,1483,52429,18783727.00,
540679,SMSLIFE     ,B ,Q,509.55,520.00,493.85,505.00,505.00,509.30,31,229,115486.00,
540680,KIOCL       ,B ,Q,147.95,149.35,141.70,142.50,141.95,148.15,1137,44110,6409616.00,
540686,SMRUTHIORG  ,X ,Q,249.00,249.00,249.00,249.00,249.00,237.15,66,6060,1508940.00,
540691,ABCAPITAL   ,A ,Q,121.00,122.55,115.05,115.85,116.50,122.55,2674,308490,36771039.00,
540692,APEX        ,A ,Q,226.90,226.90,211.05,213.05,214.00,220.25,416,6889,1494850.00,
540693,SHISHIND    ,B ,Q,39.40,39.40,35.35,37.70,39.35,35.85,50,11057,431057.00,
540694,ANG         ,M ,Q,87.75,87.75,85.05,85.05,85.05,87.00,3,4800,412560.00,
540697,AMFL        ,XT,Q,1.74,1.74,1.58,1.72,1.72,1.66,65,30559,50082.00,
540699,DIXON       ,A ,Q,3823.00,3877.00,3614.00,3674.75,3674.75,3869.90,24545,91481,340539850.00,
540700,BRNL        ,B ,Q,31.05,31.05,30.20,30.25,30.70,30.75,70,4704,143280.00,
540701,DCAL        ,A ,Q,113.00,113.90,108.60,109.75,109.75,112.45,668,89869,10092095.00,
540702,LASA        ,B ,Q,63.00,64.00,62.25,62.50,62.65,63.35,1103,87132,5497732.00,
540703,PROVESTSER  ,X ,Q,6.27,6.27,5.96,5.96,5.96,6.27,3,39,241.00,
540704,MATRIMONY   ,B ,Q,1000.00,1008.20,920.60,945.05,942.00,980.70,879,5124,4955509.00,
540709,RELHOME     ,B ,Q,2.80,2.80,2.55,2.58,2.58,2.68,382,1004018,2640695.00,
540710,CAPACITE    ,B ,Q,200.65,204.60,195.90,199.15,198.90,200.20,376,6328,1262772.00,
540716,ICICIGI     ,A ,Q,1432.70,1440.00,1400.15,1402.35,1405.00,1437.70,1026,41266,59003426.00,
540719,SBILIFE     ,A ,Q,899.00,899.00,875.15,880.45,880.45,898.20,1688,38849,34300644.00,
540724,DIAMONDYD   ,A ,Q,627.70,638.30,612.05,619.05,618.00,633.10,145,1085,675750.00,
540725,SISL        ,B ,Q,261.00,262.05,250.55,260.00,260.00,260.65,87,610,159081.00,
540726,TTFL        ,B ,Q,27.80,27.90,26.30,26.55,26.30,26.50,54,6766,180829.00,
540728,SAYAJIIND   ,X ,Q,154.10,154.20,150.50,150.50,150.50,156.05,7,338,51168.00,
540729,VANTABIO    ,M ,Q,174.00,179.50,173.00,173.00,173.00,171.25,6,4500,794400.00,
540730,MEHAI       ,T ,Q,102.90,102.90,99.10,102.70,102.80,100.90,118,20948,2137212.00,
540737,SGRL        ,B ,Q,276.30,279.90,254.95,260.40,259.00,268.25,729,27520,7343644.00,
540738,STL         ,M ,Q,56.00,56.00,55.00,55.00,55.00,51.00,7,60000,3345000.00,
540743,GODREJAGRO  ,A ,Q,490.10,494.65,486.65,490.90,489.25,491.05,2007,37856,18576200.00,
540744,MESCON      ,Z ,Q,7.33,7.33,7.05,7.05,7.05,7.19,14,167,1184.00,
540749,MASFIN      ,A ,Q,880.90,882.00,855.00,862.25,857.40,882.15,108,318,276758.00,
540750,IEX         ,A ,Q,360.20,360.20,343.50,349.40,349.40,360.20,2927,274148,96305582.00,
540755,GICRE       ,A ,Q,215.00,221.35,208.00,211.85,211.85,215.45,1288,70415,15173016.00,
540762,TIINDIA     ,A ,Q,1126.05,1126.90,1095.05,1101.40,1101.40,1118.95,257,1315,1456707.00,
540767,NAM-INDIA   ,A ,Q,338.10,338.10,331.90,335.05,334.85,339.65,347,8731,2922226.00,
540768,MAHLOG      ,A ,Q,538.85,555.00,526.90,548.20,550.00,544.55,671,8164,4410412.00,
540769,NIACL       ,A ,Q,164.25,169.55,158.35,159.45,159.45,164.65,1481,80920,13289169.00,
540774,IFGLEXPOR   ,B ,Q,325.00,329.05,306.90,316.40,318.80,327.20,756,20559,6539048.00,
540775,KHADIM      ,B ,Q,153.00,161.00,150.15,151.50,150.15,154.20,285,9181,1425705.00,
540776,5PAISA      ,B ,Q,270.00,272.15,265.65,266.60,267.45,275.50,125,2000,535808.00,
540777,HDFCLIFE    ,A ,Q,680.00,686.55,675.30,676.95,676.95,683.70,5596,109258,74410109.00,
540786,SHARIKA     ,M ,Q,43.75,43.75,43.75,43.75,43.75,36.60,1,3000,131250.00,
540787,ICICIB22    ,B ,Q,36.11,36.40,35.79,35.83,35.83,36.21,441,59904,2163223.00,
540789,DNAMEDIA    ,B ,Q,0.71,0.76,0.71,0.74,0.74,0.73,20,43460,31679.00,
540795,DYNAMIC     ,B ,Q,24.45,24.45,23.05,24.15,24.15,23.95,45,10556,248033.00,
540796,RATNABHUMI  ,M ,Q,48.00,48.00,43.10,43.10,43.10,44.10,4,36000,1571200.00,
540797,SHALBY      ,B ,Q,100.00,101.80,99.20,99.95,100.30,100.60,310,21741,2180371.00,
540798,FSC         ,A ,Q,80.00,80.00,76.30,77.40,78.85,80.25,808,46329,3595161.00,
540821,SADHNA      ,X ,Q,10.05,10.65,10.05,10.65,10.65,10.19,4,25250,253912.00,
540823,VITESSE     ,XT,Q,42.60,42.60,42.60,42.60,42.60,41.80,7,10300,438780.00,
540824,ASTRON      ,B ,Q,44.95,45.15,43.25,43.80,44.15,44.00,78,5269,230854.00,
540829,CHANDRIMA   ,XT,Q,3.93,4.00,3.86,3.86,3.86,3.93,26,2783,10819.00,
540850,JFL         ,M ,Q,8.57,9.45,8.57,9.45,9.45,9.02,3,6000,53180.00,
540861,IPRU3018    ,B ,Q,12.25,12.27,12.25,12.27,12.27,12.25,7,17000,208500.00,
540879,APOLLO      ,B ,Q,100.50,100.50,97.35,98.15,97.40,99.75,402,11511,1141666.00,
540900,NEWGEN      ,A ,Q,287.90,288.00,279.00,280.95,280.05,285.10,213,2976,839922.00,
540901,PRAXIS      ,T ,Q,43.50,43.50,40.85,40.85,40.85,43.00,20,1129,46143.00,
540902,AMBER       ,A ,Q,3285.00,3285.00,3162.50,3179.00,3179.00,3294.55,2487,7678,24600998.00,
540935,GALAXYSURF  ,A ,Q,2382.75,2485.00,2356.00,2366.70,2381.10,2382.50,405,1446,3485892.00,
